Price sequence generation for initial 1:
Position 0: secret=1, price=1
Changes at this position: [-5, 0, 4, 1]
Prices around this position:
Position 1161: price 9
Position 1162: price 4
Position 1163: price 4
Position 1164: price 8
Found sequence [-5, 0, 4, 1] at position 617
Price from sequence: 8
Changes at this position: [-5, 0, 4, 1]
Prices around this position:
Position 617: price 8
Position 618: price 3
Position 619: price 3
Position 620: price 7
Found sequence [-5, 0, 5, -9] at position 1747
Price from sequence: 0
Changes at this position: [-5, 0, 5, -9]
Prices around this position:
Position 1747: price 9
Position 1748: price 4
Position 1749: price 4
Position 1750: price 9
Found sequence [-5, 0, 5, -6] at position 98
Price from sequence: 3
Changes at this position: [-5, 0, 5, -6]
Prices around this position:
Position 98: price 9
Position 99: price 4
Position 100: price 4
Position 101: price 9
Found sequence [-5, 0, 5, 3] at position 58
Price from sequence: 9
Changes at this position: [-5, 0, 5, 3]
Prices around this position:
Position 58: price 6
Position 59: price 1
Position 60: price 1
Position 61: price 6
Found sequence [-5, 0, 7, -6] at position 1948
Price from sequence: 1
Changes at this position: [-5, 0, 7, -6]
Prices around this position:
Position 1948: price 5
Position 1949: price 0
Position 1950: price 0
Position 1951: price 7
Found sequence [-5, 0, 7, 0] at position 1213
Price from sequence: 9
Changes at this position: [-5, 0, 7, 0]
Prices around this position:
Position 1213: price 7
Position 1214: price 2
Position 1215: price 2
Position 1216: price 9
Found sequence [-5, 0, 7, 2] at position 1934
Price from sequence: 9
Changes at this position: [-5, 0, 7, 2]
Prices around this position:
Position 1934: price 5
Position 1935: price 0
Position 1936: price 0
Position 1937: price 7
Found sequence [-5, 0, 8, -1] at position 375
Price from sequence: 7
Changes at this position: [-5, 0, 8, -1]
Prices around this position:
Position 375: price 5
Position 376: price 0
Position 377: price 0
Position 378: price 8
Found sequence [-5, 0, 9, 0] at position 125
Price from sequence: 9
Changes at this position: [-5, 0, 9, 0]
Prices around this position:
Position 125: price 5
Position 126: price 0
Position 127: price 0
Position 128: price 9
Found sequence [-5, 0, 9, 0] at position 838
Price from sequence: 9
Changes at this position: [-5, 0, 9, 0]
Prices around this position:
Position 838: price 5
Position 839: price 0
Position 840: price 0
Position 841: price 9
Found sequence [-5, 1, -5, 6] at position 267
Price from sequence: 6
Changes at this position: [-5, 1, -5, 6]
Prices around this position:
Position 267: price 9
Position 268: price 4
Position 269: price 5
Position 270: price 0
Found sequence [-5, 1, -4, 1] at position 1536
Price from sequence: 1
Changes at this position: [-5, 1, -4, 1]
Prices around this position:
Position 1536: price 8
Position 1537: price 3
Position 1538: price 4
Position 1539: price 0
Found sequence [-5, 1, -4, 4] at position 616
Price from sequence: 4
Changes at this position: [-5, 1, -4, 4]
Prices around this position:
Position 616: price 8
Position 617: price 3
Position 618: price 4
Position 619: price 0
Found sequence [-5, 1, -3, 0] at position 1021
Price from sequence: 0
Changes at this position: [-5, 1, -3, 0]
Prices around this position:
Position 1021: price 7
Position 1022: price 2
Position 1023: price 3
Position 1024: price 0
Found sequence [-5, 1, -3, 4] at position 216
Price from sequence: 4
Changes at this position: [-5, 1, -3, 4]
Prices around this position:
Position 216: price 7
Position 217: price 2
Position 218: price 3
Position 219: price 0
Found sequence [-5, 1, -2, 0] at position 1050
Price from sequence: 1
Changes at this position: [-5, 1, -2, 0]
Prices around this position:
Position 1050: price 7
Position 1051: price 2
Position 1052: price 3
Position 1053: price 1
Found sequence [-5, 1, -2, 5] at position 934
Price from sequence: 5
Changes at this position: [-5, 1, -2, 5]
Prices around this position:
Position 934: price 6
Position 935: price 1
Position 936: price 2
Position 937: price 0
Found sequence [-5, 1, -2, 9] at position 153
Price from sequence: 9
Changes at this position: [-5, 1, -2, 9]
Prices around this position:
Position 153: price 6
Position 154: price 1
Position 155: price 2
Position 156: price 0
Found sequence [-5, 1, -1, 0] at position 990
Price from sequence: 2
Changes at this position: [-5, 1, -1, 0]
Prices around this position:
Position 990: price 7
Position 991: price 2
Position 992: price 3
Position 993: price 2
Found sequence [-5, 1, -1, 2] at position 189
Price from sequence: 4
Changes at this position: [-5, 1, -1, 2]
Prices around this position:
Position 189: price 7
Position 190: price 2
Position 191: price 3
Position 192: price 2
Found sequence [-5, 1, -1, 6] at position 1131
Price from sequence: 9
Changes at this position: [-5, 1, -1, 6]
Prices around this position:
Position 1131: price 8
Position 1132: price 3
Position 1133: price 4
Position 1134: price 3
Found sequence [-5, 1, -1, 8] at position 590
Price from sequence: 9
Changes at this position: [-5, 1, -1, 8]
Prices around this position:
Position 590: price 6
Position 591: price 1
Position 592: price 2
Position 593: price 1
Found sequence [-5, 1, 0, -1] at position 1604
Price from sequence: 1
Changes at this position: [-5, 1, 0, -1]
Prices around this position:
Position 1604: price 6
Position 1605: price 1
Position 1606: price 2
Position 1607: price 2
Found sequence [-5, 1, 0, 0] at position 123
Price from sequence: 3
Changes at this position: [-5, 1, 0, 0]
Prices around this position:
Position 123: price 7
Position 124: price 2
Position 125: price 3
Position 126: price 3
Found sequence [-5, 1, 0, 2] at position 369
Price from sequence: 5
Changes at this position: [-5, 1, 0, 2]
Prices around this position:
Position 369: price 7
Position 370: price 2
Position 371: price 3
Position 372: price 3
Found sequence [-5, 1, 0, 6] at position 1941
Price from sequence: 9
Changes at this position: [-5, 1, 0, 6]
Prices around this position:
Position 1941: price 7
Position 1942: price 2
Position 1943: price 3
Position 1944: price 3
Found sequence [-5, 1, 1, -6] at position 723
Price from sequence: 0
Changes at this position: [-5, 1, 1, -6]
Prices around this position:
Position 723: price 9
Position 724: price 4
Position 725: price 5
Position 726: price 6
Found sequence [-5, 1, 1, -2] at position 1931
Price from sequence: 3
Changes at this position: [-5, 1, 1, -2]
Prices around this position:
Position 1931: price 8
Position 1932: price 3
Position 1933: price 4
Position 1934: price 5
Found sequence [-5, 1, 1, -2] at position 211
Price from sequence: 0
Changes at this position: [-5, 1, 1, -2]
Prices around this position:
Position 211: price 5
Position 212: price 0
Position 213: price 1
Position 214: price 2
Found sequence [-5, 1, 1, 1] at position 1377
Price from sequence: 4
Changes at this position: [-5, 1, 1, 1]
Prices around this position:
Position 1377: price 6
Position 1378: price 1
Position 1379: price 2
Position 1380: price 3
Found sequence [-5, 1, 1, 2] at position 1179
Price from sequence: 6
Changes at this position: [-5, 1, 1, 2]
Prices around this position:
Position 1179: price 7
Position 1180: price 2
Position 1181: price 3
Position 1182: price 4
Found sequence [-5, 1, 1, 3] at position 888
Price from sequence: 6
Changes at this position: [-5, 1, 1, 3]
Prices around this position:
Position 888: price 6
Position 889: price 1
Position 890: price 2
Position 891: price 3
Found sequence [-5, 1, 1, 5] at position 1141
Price from sequence: 9
Changes at this position: [-5, 1, 1, 5]
Prices around this position:
Position 1141: price 7
Position 1142: price 2
Position 1143: price 3
Position 1144: price 4
Found sequence [-5, 1, 2, -3] at position 539
Price from sequence: 4
Changes at this position: [-5, 1, 2, -3]
Prices around this position:
Position 539: price 9
Position 540: price 4
Position 541: price 5
Position 542: price 7
Found sequence [-5, 1, 2, 2] at position 325
Price from sequence: 5
Changes at this position: [-5, 1, 2, 2]
Prices around this position:
Position 325: price 5
Position 326: price 0
Position 327: price 1
Position 328: price 3
Found sequence [-5, 1, 2, 6] at position 1702
Price from sequence: 9
Changes at this position: [-5, 1, 2, 6]
Prices around this position:
Position 1702: price 5
Position 1703: price 0
Position 1704: price 1
Position 1705: price 3
Found sequence [-5, 1, 3, -8] at position 343
Price from sequence: 0
Changes at this position: [-5, 1, 3, -8]
Prices around this position:
Position 343: price 9
Position 344: price 4
Position 345: price 5
Position 346: price 8
Found sequence [-5, 1, 3, -1] at position 371
Price from sequence: 5
Changes at this position: [-5, 1, 3, -1]
Prices around this position:
Position 371: price 7
Position 372: price 2
Position 373: price 3
Position 374: price 6
Found sequence [-5, 1, 3, 1] at position 1198
Price from sequence: 6
Changes at this position: [-5, 1, 3, 1]
Prices around this position:
Position 1198: price 6
Position 1199: price 1
Position 1200: price 2
Position 1201: price 5
Found sequence [-5, 1, 4, -4] at position 178
Price from sequence: 3
Changes at this position: [-5, 1, 4, -4]
Prices around this position:
Position 178: price 7
Position 179: price 2
Position 180: price 3
Position 181: price 7
Found sequence [-5, 1, 5, -4] at position 25
Price from sequence: 2
Changes at this position: [-5, 1, 5, -4]
Prices around this position:
Position 25: price 5
Position 26: price 0
Position 27: price 1
Position 28: price 6
Found sequence [-5, 1, 5, -3] at position 1273
Price from sequence: 5
Changes at this position: [-5, 1, 5, -3]
Prices around this position:
Position 1273: price 7
Position 1274: price 2
Position 1275: price 3
Position 1276: price 8
Found sequence [-5, 1, 5, -2] at position 896
Price from sequence: 5
Changes at this position: [-5, 1, 5, -2]
Prices around this position:
Position 896: price 6
Position 897: price 1
Position 898: price 2
Position 899: price 7
Found sequence [-5, 1, 5, -1] at position 1667
Price from sequence: 7
Changes at this position: [-5, 1, 5, -1]
Prices around this position:
Position 1667: price 7
Position 1668: price 2
Position 1669: price 3
Position 1670: price 8
Found sequence [-5, 1, 6, -8] at position 1837
Price from sequence: 0
Changes at this position: [-5, 1, 6, -8]
Prices around this position:
Position 1837: price 6
Position 1838: price 1
Position 1839: price 2
Position 1840: price 8
Found sequence [-5, 1, 6, -8] at position 1800
Price from sequence: 0
Changes at this position: [-5, 1, 6, -8]
Prices around this position:
Position 1800: price 6
Position 1801: price 1
Position 1802: price 2
Position 1803: price 8
Found sequence [-5, 1, 6, -7] at position 950
Price from sequence: 0
Changes at this position: [-5, 1, 6, -7]
Prices around this position:
Position 950: price 5
Position 951: price 0
Position 952: price 1
Position 953: price 7
Found sequence [-5, 1, 6, -6] at position 523
Price from sequence: 3
Changes at this position: [-5, 1, 6, -6]
Prices around this position:
Position 523: price 7
Position 524: price 2
Position 525: price 3
Position 526: price 9
Found sequence [-5, 1, 7, -6] at position 930
Price from sequence: 2
Changes at this position: [-5, 1, 7, -6]
Prices around this position:
Position 930: price 5
Position 931: price 0
Position 932: price 1
Position 933: price 8
Found sequence [-5, 1, 7, -4] at position 1952
Price from sequence: 5
Changes at this position: [-5, 1, 7, -4]
Prices around this position:
Position 1952: price 6
Position 1953: price 1
Position 1954: price 2
Position 1955: price 9
Found sequence [-5, 1, 7, -1] at position 593
Price from sequence: 7
Changes at this position: [-5, 1, 7, -1]
Prices around this position:
Position 593: price 5
Position 594: price 0
Position 595: price 1
Position 596: price 8
Found sequence [-5, 1, 8, -7] at position 1192
Price from sequence: 2
Changes at this position: [-5, 1, 8, -7]
Prices around this position:
Position 1192: price 5
Position 1193: price 0
Position 1194: price 1
Position 1195: price 9
Found sequence [-5, 1, 8, -1] at position 691
Price from sequence: 8
Changes at this position: [-5, 1, 8, -1]
Prices around this position:
Position 691: price 5
Position 692: price 0
Position 693: price 1
Position 694: price 9
Found sequence [-5, 2, -5, 8] at position 402
Price from sequence: 8
Changes at this position: [-5, 2, -5, 8]
Prices around this position:
Position 402: price 8
Position 403: price 3
Position 404: price 5
Position 405: price 0
Found sequence [-5, 2, -3, 0] at position 1436
Price from sequence: 3
Changes at this position: [-5, 2, -3, 0]
Prices around this position:
Position 1436: price 9
Position 1437: price 4
Position 1438: price 6
Position 1439: price 3
Found sequence [-5, 2, -3, 2] at position 1784
Price from sequence: 2
Changes at this position: [-5, 2, -3, 2]
Prices around this position:
Position 1784: price 6
Position 1785: price 1
Position 1786: price 3
Position 1787: price 0
Found sequence [-5, 2, -3, 4] at position 895
Price from sequence: 5
Changes at this position: [-5, 2, -3, 4]
